source_concept_id,source_code,source_code_description_mod,source_code_description,source_counts,comments,target_concept_id,target_concept_code,target_concept_name,target_concept_class_id,target_standard_concept,target_invalid_reason,target_domain_id,target_vocabulary_id
36188360,71800001030,"FOLIKA-T - vitamin c, thiamine, riboflavin, niacin, vitamin b6, folate, vitamin b12, biotin, panothenic acid tablet","FOLIKA-T - vitamin c, thiamine, riboflavin, niacin, vitamin b6, folate, vitamin b12, biotin, panothenic acid tablet",10,,19026739,7891,Pantothenic Acid,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
36492687,62795111202,"ARNICA MONTANA 3X, 6X, 12X, 30X, 200X - arnica montana root tablet","ARNICA MONTANA 3X, 6X, 12X, 30X, 200X - arnica montana root tablet",10,,19071833,285208,Arnica montana Extract,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44849434,54838000780,GERIATON LIQUID,GERIATON LIQUID,10,,19010970,11251,Vitamin B Complex,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44853367,64011019926,CHROMAGEN FA CAPLET,CHROMAGEN FA CAPLET,10,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44855032,90891024822,PROCARE ADULT BRIEF X-LARGE,PROCARE ADULT BRIEF X-LARGE,10,,17,,,,,,,
,,,,,,,,,,,,,
44855054,94688001770,UTYMAX POWDER PACK,UTYMAX POWDER PACK,10,,17,,,,,,,
,,,,,,,,,,,,,
44860609,08290305225,BD CORNWALL SYR TP CONNCTR,BD CORNWALL SYR TP CONNCTR,10,,17,,,,,,,
,,,,,,,,,,,,,
44872005,90891024621,FQ ADULT BRIEF LARGE,FQ ADULT BRIEF LARGE,10,,17,,,,,,,
,,,,,,,,,,,,,
44880284,38779167708,TUTTI FRUTTI FLAVOR LIQUID,TUTTI FRUTTI FLAVOR LIQUID,10,,17,,,,,,,
,,,,,,,,,,,,,
44882543,51927103000,VITAMIN A ACETATE GRANULAR,VITAMIN A ACETATE GRANULAR,10,,19008339,11246,Vitamin A,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44895754,13811006412,ADVANCED AMPM COMBO PACK,ADVANCED AM/PM COMBO PACK,10,,17,,,,,,,
,,,,,,,,,,,,,
44904210,62991276503,POTASSIUM ACETATE POWDER,POTASSIUM ACETATE POWDER,10,,19076414,54987,Potassium Acetate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44906400,90891024619,FQ PER-FIT BRIEFS LARGE,FQ PER-FIT BRIEFS LARGE,10,,17,,,,,,,
,,,,,,,,,,,,,
44912022,08380079530,"ADAPT BARRIER RING 1-316""","ADAPT BARRIER RING 1-3/16""",10,,17,,,,,,,
,,,,,,,,,,,,,
44928924,08380007700,HOLLIHESIVE SKIN BARRIER,HOLLIHESIVE SKIN BARRIER,10,,17,,,,,,,
,,,,,,,,,,,,,
44929045,10122070560,30 12 HR Chlorpheniramine 8 Methscopolamine 2.5 Phenylephrine 10 Extended Release Tablet [AlleRx PE PM] 30 12 HR Methscopolamine 2.5 Phenylephrine 40 Extended Release Tablet [AlleRx PE AM] Pack [AlleRx PE Dose Pack 30],{30 (12 HR Chlorpheniramine 8 MG / Methscopolamine 2.5 MG / Phenylephrine 10 MG Extended Release Tablet [AlleRx PE PM]) / 30 (12 HR Methscopolamine 2.5 MG / Phenylephrine 40 MG Extended Release Tablet [AlleRx PE AM]) } Pack [AlleRx PE Dose Pack 30],10,,43014289,1370014,{30 (12 HR Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG / Phenylephrine Hydrochloride 10 MG Extended Release Oral Tablet) / 30 (12 HR methscopolamine nitrate 2.5 MG / Phenylephrine Hydrochloride 40 MG Extended Release Oral Tablet) } Pack,Clinical Pack,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44933901,52372075103,NALTREXONE HCL POWDER,NALTREXONE HCL POWDER,10,,1714319,7243,Naltrexone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44945890,08317720050,GLUCOCARD 01 SENSOR TEST STRIP,GLUCOCARD 01 SENSOR TEST STRIP,10,,17,,,,,,,
,,,,,,,,,,,,,
44950690,51927453900,STEVIOL GLYCOSIDES POWDER,STEVIOL GLYCOSIDES POWDER,10,,43012375,1363645,steviol,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44964104,23589007130,NATELLE-EZ TABLET,NATELLE-EZ TABLET,10,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44965423,42192031490,PNV-IRON TABLET,PNV-IRON TABLET,10,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
44965423,42192031490,PNV-IRON TABLET,PNV-IRON TABLET,10,,1360067,90176,Iron,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44972011,63275994909,PREGNENOLONE MICRONIZED POWDER,PREGNENOLONE MICRONIZED POWDER,10,,19011031,114052,Pregnenolone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44979953,10782049928,IRON 217 TABLET,IRON 21/7 TABLET,10,,1360067,90176,Iron,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44990985,83490041058,AIR FILTER,AIR FILTER,10,,17,,,,,,,
,,,,,,,,,,,,,
45025230,76439022690,V-NATAL TABLET,V-NATAL TABLET,10,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45038018,57515025110,ULTICARE TUBERCULIN 1 ML SYR,ULTICARE TUBERCULIN 1 ML SYR,10,,17,,,,,,,
,,,,,,,,,,,,,
45043256,00087121442,ENFAMIL PROSOBEE LIPIL PWD,ENFAMIL PROSOBEE LIPIL PWD,10,,17,,,,,,,
,,,,,,,,,,,,,
45074328,62991112903,PYRANTEL PAMOATE POWDER,PYRANTEL PAMOATE POWDER,10,,1759270,8984,Pyrantel,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45086029,50428381475,CVS CHILD'S VITAMIN-IRON TB,CVS CHILD'S VITAMIN-IRON TB,10,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
45086029,50428381475,CVS CHILD'S VITAMIN-IRON TB,CVS CHILD'S VITAMIN-IRON TB,10,,1360067,90176,Iron,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45091257,62991127905,LACTOSE POWDER,LACTOSE POWDER,10,,19087208,6211,Lactose,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45091298,62991401405,CAPSULE #0,CAPSULE #0,10,,0,,,,,,,
,,,,,,,,,,,,,
45100109,16781021696,HYLATOPIC PLUS CREAM,HYLATOPIC PLUS CREAM,10,,17,,,,,,,
,,,,,,,,,,,,,
45108305,62991146105,KETOCONAZOLE POWDER,KETOCONAZOLE POWDER,10,,985708,6135,Ketoconazole,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45136467,49348065112,docosahexaenoic acid 200 Eicosapentaenoic Acid 300 Vitamin E 1 UNT Oral Capsule,docosahexaenoic acid 200 MG / Eicosapentaenoic Acid 300 MG / Vitamin E 1 UNT Oral Capsule,10,,19019910,439156,docosahexaenoic acid 200 MG,Clinical Drug Comp,Standard,Valid,Drug,RxNorm
45136467,49348065112,docosahexaenoic acid 200 Eicosapentaenoic Acid 300 Vitamin E 1 UNT Oral Capsule,docosahexaenoic acid 200 MG / Eicosapentaenoic Acid 300 MG / Vitamin E 1 UNT Oral Capsule,10,,19133514,830716,Eicosapentaenoic Acid 300 MG,Clinical Drug Comp,Standard,Valid,Drug,RxNorm
45136467,49348065112,docosahexaenoic acid 200 Eicosapentaenoic Acid 300 Vitamin E 1 UNT Oral Capsule,docosahexaenoic acid 200 MG / Eicosapentaenoic Acid 300 MG / Vitamin E 1 UNT Oral Capsule,10,,19082041,316905,Vitamin E 1 UNT,Clinical Drug Comp,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45142130,63275997405,CLONIDINE HCL POWDER,CLONIDINE HCL POWDER,10,,1398937,2599,Clonidine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45171924,51927285800,D-AMPHETAMINE SULFATE POWDER,D-AMPHETAMINE SULFATE POWDER,10,,714785,725,Amphetamine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45176316,62991133503,CITRIC ACID POWDER,CITRIC ACID POWDER,10,,950435,21183,Citric Acid,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45176471,63323090390,CHEMO TRANSFER PIN,CHEMO TRANSFER PIN,10,,17,,,,,,,
,,,,,,,,,,,,,
45188882,51927124800,ZINC GLUCONATE POWDER,ZINC GLUCONATE POWDER,10,,19079204,58300,Zinc Gluconate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45201211,08080601700,TELFA ADHESIVE PADS,TELFA ADHESIVE PADS,10,,17,,,,,,,
,,,,,,,,,,,,,
45201295,08380015603,NEW IMAGE FLEXTEND BARRIER,NEW IMAGE FLEXTEND BARRIER,10,,17,,,,,,,
,,,,,,,,,,,,,
45202111,13349001031,ESSENTIA TABLET,ESSENTIA TABLET,10,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
45202111,13349001031,ESSENTIA TABLET,ESSENTIA TABLET,10,,1360067,90176,Iron,Ingredient,Standard,Valid,Drug,RxNorm
45202111,13349001031,ESSENTIA TABLET,ESSENTIA TABLET,10,,19111620,4511,Folic Acid,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45207214,54629059606,STRESS FORMULA WITH IRON TAB,STRESS FORMULA WITH IRON TAB,10,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
45207214,54629059606,STRESS FORMULA WITH IRON TAB,STRESS FORMULA WITH IRON TAB,10,,1360067,90176,Iron,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45212820,88856000001,K-PAX SINGLE STRENGTH CAPSULE,K-PAX SINGLE STRENGTH CAPSULE,10,can be improved: capsule,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45213848,00096072708,DHS SHAMPOO,DHS SHAMPOO,10,,944360,39952,zinc pyrithione,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45218976,11845016615,ENZYMATIC DIGESTANT ER TABLET,ENZYMATIC DIGESTANT ER TABLET,10,,17,,,,,,,
,,,,,,,,,,,,,
45219206,13349001032,COMPANION TABLET,COMPANION TABLET,10,,17,,,,,,,
,,,,,,,,,,,,,
45221058,38779068509,ALUMINUM CHLORIDE POWDER,ALUMINUM CHLORIDE POWDER,10,,957393,46241,aluminum chloride,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45252631,08080783400,CURITY IODOFORM PACKING STRIPS,CURITY IODOFORM PACKING STRIPS,10,,17,,,,,,,
,,,,,,,,,,,,,
45257533,51927199100,MALIC ACID POWDER,MALIC ACID POWDER,10,,19008864,29209,malic acid,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45257535,51927209200,ALDOSTERONE POWDER,ALDOSTERONE POWDER,10,,42903427,1312358,Aldosterone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45270051,10481200516,EMOLLIA CREME,EMOLLIA CREME,10,,17,,,,,,,
,,,,,,,,,,,,,
45272336,38396004599,HUGO CANE,HUGO CANE,10,,17,,,,,,,
,,,,,,,,,,,,,
45279137,63044064510,VIC-FORTE CAPSULE,VIC-FORTE CAPSULE,10,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45297985,68455010671,SUR-FIT NATURA UROSTOMY POUCH,SUR-FIT NATURA UROSTOMY POUCH,10,,17,,,,,,,
,,,,,,,,,,,,,
45308540,51552106705,TETRACYCLINE POWDER,TETRACYCLINE POWDER,10,,1836948,10395,Tetracycline,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45325729,51927136000,FLEXIBLE COLLODION LIQUID,FLEXIBLE COLLODION LIQUID,10,,17,,,,,,,
,,,,,,,,,,,,,
45326813,54629033100,VITAMIN E BEAUTY OIL,VITAMIN E BEAUTY OIL,10,,19009540,11256,Vitamin E,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45332359,94046000187,ADVOCATE REDI-CODE+ TEST STRIP,ADVOCATE REDI-CODE+ TEST STRIP,10,,17,,,,,,,
,,,,,,,,,,,,,
45334290,00259319282,MEDERMA CREAM,MEDERMA CREAM,10,,17,,,,,,,
,,,,,,,,,,,,,
45335299,00525201090,NEEVO CAPLET,NEEVO CAPLET,10,,17,,,,,,,
,,,,,,,,,,,,,
45337928,08080804700,VERSALON ALL PURPOSE SPONGE,VERSALON ALL PURPOSE SPONGE,10,,17,,,,,,,
,,,,,,,,,,,,,
45342667,51927112000,BELLADONNA LEAF EXTRACT POWDER,BELLADONNA LEAF EXTRACT POWDER,10,,19080407,314517,belladonna leaf extract,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45355108,08881533056,MONOJECT SAFETY SYRINGE,MONOJECT SAFETY SYRINGE,10,,17,,,,,,,
,,,,,,,,,,,,,
45374702,41163046888,"EQL FLAXSEED OIL 1,200 SFGL","EQL FLAXSEED OIL 1,200 MG SFGL",10,,17,,,,,,,
,,,,,,,,,,,,,
45376042,50428460450,CVS OMEGA-3 GUMMY FISH,CVS OMEGA-3 GUMMY FISH,10,,19106973,4301,Omega-3 Fatty Acids,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45376809,51927309100,CAPSICUM OLEORESIN LIQUID,CAPSICUM OLEORESIN LIQUID,10,,19055492,235787,CAPSICUM OLEORESIN,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
36477223,11822054283,Turmeric extract 500 Oral Capsule,Turmeric extract 500 MG Oral Capsule,9,,40241181,1114883,Turmeric extract,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,19011773,1151,Ascorbic Acid,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,19095164,2418,Cholecalciferol,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,42709318,1236136,Tocopherol,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,19018419,7405,Niacinamide,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,19005046,684879,pyridoxine,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,19111620,4511,Folic Acid,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,1308738,11248,vitamin B12,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,19024770,1588,Biotin,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,19018544,1895,Calcium,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,1395773,24909,iron sucrose,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,40182120,978673,heme iron polypeptide,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,19049909,8597,Potassium Iodide,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,911064,11423,Zinc Oxide,Ingredient,Standard,Valid,Drug,RxNorm
44452983,69543024030,"VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca","VP-HEME ONE - ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, niacinamide, pyridoxine hydrochloride, folic acid, cyanocobalamin, biotin, calcium pantothenate, iron sucrose, heme iron polypeptide, potassium iodide, zinc oxide, and doconexent ca",9,,40224726,1006469,doconexent,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44843439,08333900240,TEGASORB THIN 5.5X6.75 DRSS,TEGASORB THIN 5.5X6.75 DRSS,9,,17,,,,,,,
,,,,,,,,,,,,,
44845880,37000034895,PAMPERS PREMIE,PAMPERS PREMIE,9,,17,,,,,,,
,,,,,,,,,,,,,
44846456,43292055826,GINKGO BILOBA 40 TABLET,GINKGO BILOBA 40 MG TABLET,9,,36505567,OMOP4835751,Ginkgo biloba extract 40 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44852837,62991170003,SODIUM CITRATE POWDER,SODIUM CITRATE POWDER,9,,977968,56466,sodium citrate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44869868,62991281301,ALFALFA POWDER,ALFALFA POWDER,9,,17,,,,,,,
,,,,,,,,,,,,,
44872021,94688001340,VITAMENT POWDER PACKET,VITAMENT POWDER PACKET,9,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44877708,08380009107,EXTENDED MALE CATHETER 26-30MM,EXTENDED MALE CATHETER 26-30MM,9,,17,,,,,,,
,,,,,,,,,,,,,
44882377,51552056705,PRIMAQUIN PHOSPHATE POWDER,PRIMAQUIN PHOSPHATE POWDER,9,,1751310,8687,Primaquine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44882552,51927160800,AMINOSALICYLIC ACID POWDER,AMINOSALICYLIC ACID POWDER,9,,1726228,7833,aminosalicylic acid,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44884667,55859000300,ELLURA 200 CAPSULE,ELLURA 200 MG CAPSULE,9,,1315027,125933,Cranberry preparation,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44887047,62991145606,CIMETIDINE POWDER,CIMETIDINE POWDER,9,,997276,2541,Cimetidine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44889135,81306052613,RELI-ON INSULIN 1 ML SYR,RELI-ON INSULIN 1 ML SYR,9,,17,,,,,,,
,,,,,,,,,,,,,
44899712,51927258900,L-SERINE CRYSTALS,L-SERINE CRYSTALS,9,,19066774,9671,Serine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44928925,08380007766,FILTER REPLACEMENT,FILTER REPLACEMENT,9,,17,,,,,,,
,,,,,,,,,,,,,
44929133,10542001109,DIALYVITE 5000 TABLET,DIALYVITE 5000 TABLET,9,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44960502,00642006860,CALCIFOLIC-D CHEWABLE WAFER,CALCIFOLIC-D CHEWABLE WAFER,9,,19009405,11253,Vitamin D,Ingredient,Standard,Valid,Drug,RxNorm
44960502,00642006860,CALCIFOLIC-D CHEWABLE WAFER,CALCIFOLIC-D CHEWABLE WAFER,9,,19111620,4511,Folic Acid,Ingredient,Standard,Valid,Drug,RxNorm
44960502,00642006860,CALCIFOLIC-D CHEWABLE WAFER,CALCIFOLIC-D CHEWABLE WAFER,9,,19018544,1895,Calcium,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44962696,08888492066,ROB-NEL PVC CATHETER 18FR,ROB-NEL PVC CATHETER 18FR,9,,17,,,,,,,
,,,,,,,,,,,,,
44974058,83490031062,VIOS AEROSOL DELIVERY SYSTEM,VIOS AEROSOL DELIVERY SYSTEM,9,,17,,,,,,,
,,,,,,,,,,,,,
44996576,08380003761,"POUCHKINS SKIN BARRIER 1-34""","POUCHKINS SKIN BARRIER 1-3/4""",9,,17,,,,,,,
,,,,,,,,,,,,,
45001677,52372545425,LEVOTHYROXINE SODIUM POWDER,LEVOTHYROXINE SODIUM POWDER,9,,1501700,10582,levothyroxine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45032742,31604014004,VALERIAN 400 CAPSULE,VALERIAN 400 MG CAPSULE,9,,1397059,253206,valerian root extract,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45040194,62991283903,ACETONE LIQUID,ACETONE LIQUID,9,,17,,,,,,,
,,,,,,,,,,,,,
45048524,11822854880,RA KID PANTS BOYS,RA KID PANTS BOYS,9,,17,,,,,,,
,,,,,,,,,,,,,
45052774,51927446700,CHLORAMBUCIL POWDER,CHLORAMBUCIL POWDER,9,,1390051,2346,Chlorambucil,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45067610,38396040802,PREFERRED PLUS SYRINGE 0.3 ML,PREFERRED PLUS SYRINGE 0.3 ML,9,,17,,,,,,,
,,,,,,,,,,,,,
